Iter,Nodes,PE,SRAM_KB,EDP_Base,Lat_Base,En_Base,EDP_Atom,Lat_Atom,En_Atom,Area_mm2,Runtime_s,Improvement
1,4,32,16741,2.22e+17,2.45e+06,8.92e+09,8.14e+17,1.11e+06,7.24e+10,91.93,74.91,0.0%
2,1,19,3450,1.00e+18,0.00e+00,0.00e+00,1.43e+16,3.73e+06,3.83e+09,5.47,165.95,0.0%
3,4,22,3225,2.08e+18,5.89e+07,3.53e+10,5.49e+16,1.66e+06,3.31e+10,22.52,58.47,0.0%
4,7,8,1851,1.00e+18,0.00e+00,0.00e+00,1.00e+17,6.26e+06,1.60e+10,18.66,51.65,0.0%
