Iter,Mode,Cycles,DRAM_Acc,SRAM_Acc,NoC_Lat,NoC_Pwr
1,baseline,1376256,294912,16515072,17.0,340.47998757329304
1,atomic,802816,294912,231211008,17.0,750.4020220227574
2,baseline,0,0,0,0,0
2,atomic,3211264,294912,294912,0.0,0.0
3,baseline,57802752,294912,924844032,17.0,14.134537060960822
3,atomic,1605632,294912,231211008,17.0,501.82233776580574
4,baseline,0,0,0,0,0
4,atomic,5569536,294912,42624,15.6931,211.38295182135172
