Iter,Mode,Cycles,DRAM_Acc,SRAM_Acc,NoC_Lat,NoC_Pwr
1,baseline,0,0,0,0,0
1,atomic,0,0,0,0,0
2,baseline,0,0,0,0,0
2,atomic,3211264,294912,294912,0.0,0.0
3,baseline,57802752,294912,924844032,17.0,14.11567418173561
3,atomic,1605632,294912,231211008,17.0,501.9574192216162
4,baseline,0,0,0,0,0
4,atomic,5569536,294912,42624,15.6931,211.4288213804033
5,baseline,0,0,0,0,0
5,atomic,0,0,0,0,0
