Iter,Nodes,PE,SRAM_KB,EDP_Base,Lat_Base,En_Base,EDP_Atom,Lat_Atom,En_Atom,Area_mm2,Runtime_s,Improvement
1,7,31,0,2.94e+19,1.15e+08,1.08e+10,4.98e+19,1.15e+08,1.84e+10,156.20,71.66,0.0%
2,2,26,0,1.00e+18,0.00e+00,0.00e+00,1.00e+18,0.00e+00,0.00e+00,0.00,2.83,0.0%
